date,floor,bedroom,bathroom,square,district,investor,price
01/10/2020,4,3,NULL,98.0,Tây Hồ,Sunshine Riverside,4050.0
01/10/2020,1,3,2,92.0,Long Biên,TSG Lotus Sài Đồng,2254.0
01/10/2020,1,2,1,68.0,Hà Đông,Khu đô thị Văn Khê,1200.0
01/10/2020,4,NULL,NULL,NULL,Hoàng Mai,Geleximco Souther Star,1700.0
01/10/2020,3,3,2,73.47,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1220.0
01/10/2020,4,3,2,139.0,Bắc Từ Liêm,Goldmark City,3870.0
01/10/2020,0,2,NULL,60.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1900.0
01/10/2020,3,3,2,93.0,Hoàng Mai,Geleximco Souther Star,2700.0
01/10/2020,0,3,NULL,120.0,Long Biên,Vinhomes Symphony Riverside,4350.0
01/10/2020,4,2,NULL,75.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,NULL
01/10/2020,3,2,2,67.0,Hà Đông,Khu đô thị Thanh Hà Mường Thanh,1130.0
01/10/2020,2,2,2,74.05,Hoàng Mai,Bea Sky,2300.0
01/10/2020,2,NULL,NULL,72.0,Hà Đông,Khu đô thị mới Văn Quán,1450.0
01/10/2020,0,2,1,50.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1060.0
01/10/2020,1,3,2,123.5,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3750.0
01/10/2020,4,3,2,100.87,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),2500.0
01/10/2020,4,2,2,80.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5000.0
01/10/2020,0,2,NULL,80.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5000.0
01/10/2020,4,2,NULL,75.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,NULL
01/10/2020,3,2,2,72.0,Long Biên,TSG Lotus Sài Đồng,1988.0
01/10/2020,1,2,2,63.5,Đan Phượng,Khu đô thị mới Tân Tây Đô,NULL
01/10/2020,1,4,3,133.7,Bắc Từ Liêm,Khu Ngoại Giao Đoàn,3516.31
16/07/2020,2,3,2,159.0,Nam Từ Liêm,FLC Landmark Tower,3021.0
09/07/2020,4,3,2,113.0,Hoàng Mai,Tây Nam Hồ Linh Đàm,3050.0
03/09/2020,2,3,2,86.2,Tây Hồ,Tây Hồ Residence,3350.0
01/10/2020,3,2,2,74.0,Hà Đông,Anland Lake View,1870.0
01/10/2020,3,2,2,72.0,Long Biên,Chung cư NO-08 Giang Biên,1598.3999999999999
01/10/2020,3,2,2,73.0,Hà Đông,Anland Lake View,2000.0
01/10/2020,1,1,1,45.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1299.0
01/10/2020,4,2,1,82.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,2550.0
01/10/2020,2,2,2,68.0,Tây Hồ,Sunshine Riverside,2950.0
01/10/2020,3,2,2,80.0,Cầu Giấy,Golden Park Tower,3300.0
01/10/2020,4,3,2,114.0,Hoàng Mai,Momota -151A Nguyễn Đức Cảnh,2300.0
01/10/2020,2,3,2,121.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3388.0
01/10/2020,3,3,2,112.0,Hà Đông,Seasons Avenue,3450.0
01/10/2020,4,2,2,75.0,Bắc Từ Liêm,Khu đô thị mới Cổ Nhuế,2200.0
01/10/2020,0,3,2,138.0,Cầu Giấy,Hà Nội Paragon,4140.0
01/10/2020,2,3,2,117.0,Thanh Xuân,Hapulico Complex,3400.0
01/10/2020,0,2,2,69.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5500.0
01/10/2020,0,NULL,NULL,122.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,2928.0
01/10/2020,1,2,1,54.0,Hà Đông,Anland Lake View,1600.0
01/10/2020,4,3,NULL,101.0,Cầu Giấy,CT4 Vimeco II,NULL
01/10/2020,4,3,2,101.0,Cầu Giấy,CT4 Vimeco II,3380.0
01/10/2020,3,3,2,114.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,8500.0
01/10/2020,4,3,2,123.7,Cầu Giấy,CT4 Vimeco II,3587.3
01/10/2020,0,3,2,141.0,Cầu Giấy,CT4 Vimeco II,4159.5
01/10/2020,3,2,2,105.0,Hà Đông,New Skyline,2450.0
01/10/2020,1,2,2,65.0,Hoàng Mai,Gelexia Riverside,1650.0
01/10/2020,0,2,2,80.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3350.0
01/10/2020,1,NULL,NULL,30.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,NULL
01/10/2020,2,2,2,52.0,Hoàng Mai,Green Park Trần Thủ Độ,1400.0
01/10/2020,1,3,NULL,NULL,Long Biên,Vinhomes Symphony Riverside,NULL
01/10/2020,4,2,NULL,56.0,Long Biên,Vinhomes Symphony Riverside,1800.0
01/10/2020,1,NULL,NULL,NULL,Gia Lâm,Vinhomes Ocean Park Gia Lâm,NULL
01/10/2020,3,2,1,55.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1550.0
01/10/2020,4,2,1,55.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,NULL
01/10/2020,0,2,2,98.0,Cầu Giấy,Watermark,5000.0
01/10/2020,4,2,2,88.3,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),3000.0
01/10/2020,2,2,NULL,60.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1550.0
01/10/2020,3,2,2,74.0,Hoài Đức,The Golden An Khánh,1300.0
01/10/2020,0,2,2,69.0,Hoài Đức,Thăng Long Capital,1000.0
01/10/2020,0,4,3,148.0,Tây Hồ,Udic Westlake,5200.0
01/10/2020,0,3,2,83.4,Long Biên,Vinhomes Riverside,2100.0
09/09/2020,4,2,2,130.0,Cầu Giấy,Mandarin Garden,5850.0
01/10/2020,2,3,3,136.0,Tây Hồ,D' EL Dorado,10800.0
01/10/2020,2,2,2,74.0,Hoài Đức,Gemek Premium,1500.0
01/10/2020,4,2,2,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6800.0
01/10/2020,1,2,2,NULL,Hà Đông,Tòa Tháp Thiên Niên Kỷ,NULL
23/07/2020,1,3,2,95.0,Nam Từ Liêm,Sun Square,3300.0
01/10/2020,2,2,NULL,80.0,Hai Bà Trưng,Chung cư 536A Minh Khai,1920.0
01/10/2020,2,2,2,60.0,Hoàng Mai,Green Park Trần Thủ Độ,NULL
01/10/2020,0,2,2,57.0,Hoàng Mai,Green Park Trần Thủ Độ,1400.0
01/10/2020,1,2,1,70.0,Hai Bà Trưng,Hòa Bình Green City,2000.0
01/10/2020,4,3,NULL,120.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,8000.0
01/10/2020,1,NULL,NULL,50.0,Hoài Đức,THT New City,745.0
01/10/2020,4,2,NULL,NULL,Long Biên,Vinhomes Symphony Riverside,2074.0
01/10/2020,3,3,2,156.0,Ba Đình,Chung cư D2 Giảng Võ,7900.0
01/10/2020,1,2,2,NULL,Thanh Trì,Tecco Garden,1900.0
01/10/2020,3,NULL,NULL,63.0,Long Biên,Khu đô thị Việt Hưng,1900.0
01/10/2020,1,3,2,83.0,Long Biên,Eco City Việt Hưng,2100.0
01/10/2020,3,2,2,86.0,Hà Đông,Khu đô thị mới Dương Nội,1250.0
01/10/2020,1,2,1,56.5,Hà Đông,Khu đô thị mới Dương Nội,1000.0
01/10/2020,4,3,NULL,128.0,Tây Hồ,Golden Westlake,6000.0
01/10/2020,1,3,2,117.0,Hà Đông,Usilk City,1950.0
01/10/2020,4,2,1,54.0,Hà Đông,Khu đô thị mới Dương Nội,950.0
27/08/2020,4,3,2,100.0,Long Biên,Khu đô thị Việt Hưng,1650.0
01/10/2020,1,2,2,69.0,Hoài Đức,THT New City,1050.0
16/07/2020,3,3,2,104.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),2704.0
01/10/2020,0,NULL,NULL,75.0,Nam Từ Liêm,Dolphin Plaza,2250.0
01/10/2020,1,2,2,91.0,Ba Đình,Chung cư 671 Hoàng Hoa Thám,3350.0
01/10/2020,0,3,NULL,108.0,Thanh Trì,Hồng Hà Eco City,2052.0
01/10/2020,3,2,NULL,60.0,Hoàng Mai,Green Park Trần Thủ Độ,1440.0
01/10/2020,3,3,2,106.0,Nam Từ Liêm,Vinhomes Gardenia,4400.0
01/10/2020,3,2,2,74.0,Hoàng Mai,Green Park Trần Thủ Độ,1770.0
01/10/2020,2,4,3,132.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3300.0
01/10/2020,4,2,NULL,56.0,Hoàng Mai,Eco Lake View,1344.0
01/10/2020,1,3,2,130.0,Thanh Xuân,Licogi 13 Tower,2800.0
01/10/2020,0,2,2,73.0,Bắc Từ Liêm,N03-T6 Ngoại Giao Đoàn,NULL
01/10/2020,0,1,1,58.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,3900.0
01/10/2020,4,2,2,114.0,Cầu Giấy,Mandarin Garden,5700.0
01/10/2020,3,3,3,153.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3595.5
13/08/2020,4,3,2,139.0,Đống Đa,Sky City Towers-88 Láng Hạ,5560.0
01/10/2020,4,5,5,285.0,Nam Từ Liêm,Vinhomes West Point,13900.0
01/10/2020,0,3,3,152.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4408.0
01/10/2020,3,3,3,181.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,5068.0
01/10/2020,4,3,3,167.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4759.5
01/10/2020,3,2,2,88.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,5500.0
01/10/2020,3,3,3,152.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4028.0
01/10/2020,2,2,2,74.0,Hoài Đức,Gemek Tower,1250.0
01/10/2020,1,3,2,117.0,Hà Đông,Văn Phú Victoria,1989.0
01/10/2020,0,1,1,44.4,Hoài Đức,THT New City,652.68
01/10/2020,0,4,2,125.5,Thanh Xuân,Imperia Garden,5000.0
01/10/2020,2,5,4,364.0,Nam Từ Liêm,Golden Palace,13000.0
01/10/2020,1,2,NULL,91.0,Hoàng Mai,Momota -151A Nguyễn Đức Cảnh,1660.0
01/10/2020,4,3,3,102.0,Bắc Từ Liêm,Green Stars,2900.0
01/10/2020,3,2,1,50.0,Hà Đông,Xuân Mai Sparks Tower,1100.0
01/10/2020,1,2,2,67.0,Thanh Xuân,GoldSeason,2600.0
01/10/2020,2,NULL,NULL,101.1,Cầu Giấy,CT4 Vimeco II,3235.2
01/10/2020,2,3,2,82.0,Thanh Xuân,Hà Nội Center Point,3034.0
01/10/2020,3,2,2,66.0,Nam Từ Liêm,FLC Garden City,1108.8
01/10/2020,4,3,NULL,108.0,Hai Bà Trưng,Sunshine Garden,3300.0
01/10/2020,3,3,NULL,121.2,Cầu Giấy,Chelsea Residences,NULL
01/10/2020,3,2,NULL,72.75,Hà Đông,Anland 2,1940.0
01/10/2020,1,2,2,73.0,Hà Đông,Anland Lake View,1850.0
01/10/2020,2,2,2,74.0,Hà Đông,The Terra An Hưng,1700.0
01/10/2020,1,2,1,54.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1800.0
01/10/2020,2,3,2,62.23,Thanh Xuân,Chung cư C13 Bộ Quốc Phòng,1306.83
01/10/2020,4,3,2,90.82,Hà Đông,Anland Nam Cường,2350.0
24/09/2020,0,NULL,NULL,94.0,Long Biên,Hà Nội Homeland,2250.0
01/10/2020,4,4,3,177.0,Tây Hồ,Sun Grand City,19700.0
01/10/2020,4,2,NULL,93.0,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,4700.0
01/10/2020,0,3,3,102.8,Hà Đông,The Pride,NULL
01/10/2020,0,2,1,56.0,Hà Đông,The Sparks,1000.0
01/10/2020,1,NULL,NULL,80.0,Ba Đình,The Golden Armor,3600.0
01/10/2020,1,3,2,122.0,Thanh Xuân,Thống Nhất Complex,3500.0
01/10/2020,0,5,5,233.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,5600.0
01/10/2020,4,2,2,66.0,Long Biên,Vinhomes Symphony Riverside,2100.0
01/10/2020,3,2,1,88.0,Cầu Giấy,Vimeco II - Nguyễn Chánh,2550.0
01/10/2020,3,NULL,NULL,143.0,Nam Từ Liêm,Thang Long Number One,NULL
01/10/2020,4,3,2,83.0,Bắc Từ Liêm,An Bình City,3100.0
17/09/2020,4,3,2,104.0,Hà Đông,Hồ Gươm Plaza,2350.0
30/07/2020,1,NULL,NULL,137.0,Tây Hồ,Toà nhà hỗn hợp Vườn Đào,NULL
01/10/2020,2,2,2,75.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,2950.0
01/10/2020,0,2,2,91.0,Tây Hồ,Chung cư Oriental Westlake,3590.0
01/10/2020,4,2,2,59.0,Bắc Từ Liêm,Ecohome 3,NULL
01/10/2020,3,3,2,117.6,Bắc Từ Liêm,Kosmo Tây Hồ,5300.0
01/10/2020,1,3,NULL,96.7,Hoài Đức,Thăng Long Capital,NULL
01/10/2020,0,2,2,63.0,Long Biên,Eco City Việt Hưng,1900.0
01/10/2020,4,2,1,55.6,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1490.0
01/10/2020,1,3,2,106.45,Hoàng Mai,The Zen Residence,3150.0
01/10/2020,4,2,1,57.0,Hà Đông,Anland Lake View,NULL
01/10/2020,0,2,2,100.0,Hà Đông,Goldsilk Complex,2250.0
01/10/2020,2,3,2,74.6,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2300.0
01/10/2020,2,2,2,94.0,Cầu Giấy,N04 - KĐT Đông Nam Trần Duy Hưng,3666.0
01/10/2020,2,2,2,110.0,Đống Đa,Capital Garden 102 Trường Chinh Kinh Đô,3200.0
01/10/2020,3,2,NULL,93.0,Cầu Giấy,Khu đô thị Yên Hòa,NULL
01/10/2020,4,3,2,83.0,Thanh Xuân,Hà Nội Center Point,3029.5
01/10/2020,0,3,2,88.0,Thanh Xuân,Thống Nhất Complex,2900.0
01/10/2020,2,3,NULL,75.0,Hà Đông,Anland Nam Cường,1850.0
01/10/2020,4,3,2,82.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2350.0
01/10/2020,1,3,2,79.6,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,3850.0
01/10/2020,2,2,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1694.0
01/10/2020,3,3,2,104.0,Cầu Giấy,Park View City,3692.0
01/10/2020,0,2,1,48.1,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1305.0
01/10/2020,0,3,2,99.0,Thanh Xuân,Handi Resco Lê Văn Lương,3300.0
01/10/2020,2,2,2,62.6,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1820.0
01/10/2020,1,3,2,115.0,Hai Bà Trưng,Times City,4600.0
01/10/2020,1,2,1,90.0,Hoàng Mai,T&T Riverview,NULL
01/10/2020,1,1,1,45.0,Hoàng Mai,Khu đô thị mới Linh Đàm,730.0
01/10/2020,2,2,2,90.0,Hoàng Mai,T&T Riverview,NULL
01/10/2020,0,3,2,85.0,Hoàng Mai,Green Park Trần Thủ Độ,1955.0
01/10/2020,0,1,1,31.2,Gia Lâm,Vinhomes Ocean Park Gia Lâm,850.0
01/10/2020,3,NULL,NULL,91.2,Thanh Xuân,Stellar Garden,3055.0
01/10/2020,2,2,2,75.0,Hoàng Mai,Eco Lake View,1950.0
01/10/2020,2,3,2,118.0,Hà Đông,Khu đô thị Văn Khê,1850.0
01/10/2020,4,3,NULL,122.0,Nam Từ Liêm,The Matrix One,NULL
24/09/2020,0,2,2,82.0,Nam Từ Liêm,The Emerald,2340.0
23/09/2020,2,2,2,69.0,Nam Từ Liêm,FLC Green Apartment,1587.0
01/10/2020,0,2,2,72.0,Nam Từ Liêm,Vinhomes Skylake,2950.0
01/10/2020,2,2,2,85.67,Tây Hồ,Udic Westlake,3400.0
01/10/2020,2,2,2,100.0,Hà Đông,Khu đô thị Văn Khê,1550.0
01/10/2020,2,2,2,81.0,Bắc Từ Liêm,Kosmo Tây Hồ,3300.0
01/10/2020,1,2,2,93.6,Cầu Giấy,Tràng An Complex,3800.0
10/09/2020,1,NULL,NULL,140.0,Hà Đông,The Terra An Hưng,3010.0
01/10/2020,2,2,2,67.3,Bắc Từ Liêm,Ecohome 3,1110.45
01/10/2020,3,2,2,86.0,Long Biên,TSG Lotus Sài Đồng,2190.0
01/10/2020,3,3,2,86.0,Tây Hồ,Tây Hồ Residence,3500.0
01/10/2020,0,3,2,163.0,Tây Hồ,Sunshine Golden River,8150.0
01/10/2020,4,3,2,108.0,Hai Bà Trưng,Hinode City,4500.0
01/10/2020,0,3,NULL,96.7,Cầu Giấy,Dream Land Bonanza,2600.0
01/10/2020,4,3,2,106.0,Nam Từ Liêm,CT2 Xuân Phương,2014.0
01/10/2020,3,3,2,124.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3534.0
01/10/2020,3,4,3,152.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,7450.0
01/10/2020,0,2,1,76.0,Long Biên,Khu đô thị Việt Hưng,1230.0
01/10/2020,1,2,2,82.1,Hoàng Mai,Tây Nam Hồ Linh Đàm,2250.0
01/10/2020,0,1,1,31.7,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,884.0
01/10/2020,4,NULL,NULL,99.9,Hoàng Mai,T&T Riverview,NULL
01/10/2020,2,3,NULL,127.25,Tây Hồ,Sun Grand City,6600.0
01/10/2020,4,3,2,NULL,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
01/10/2020,1,3,2,82.0,Thanh Trì,Tecco Garden,1476.0
01/10/2020,0,NULL,NULL,62.0,Nam Từ Liêm,VOV Mễ Trì,1600.0
01/10/2020,3,2,1,NULL,Long Biên,Vinhomes Symphony Riverside,1800.0
01/10/2020,1,2,2,70.0,Nam Từ Liêm,Mỹ Đình Plaza 2,2290.0
01/10/2020,2,3,NULL,123.0,Hà Đông,Mulberry Lane,2900.0
01/10/2020,4,2,2,57.0,Hoàng Mai,HH2 Linh Đàm,1050.0
01/10/2020,2,2,2,65.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1030.0
24/09/2020,4,3,3,101.0,Tây Hồ,Ecolife Tây Hồ,3000.0
30/07/2020,0,1,1,43.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1000.0
01/10/2020,3,2,NULL,65.0,Hà Đông,Phú Thịnh Green Park,1500.0
17/09/2020,0,2,2,88.0,Tây Hồ,Ecolife Tây Hồ,2728.0
01/10/2020,1,1,1,50.0,Tây Hồ,Sun Grand City,2500.0
01/10/2020,1,3,2,119.0,Tây Hồ,Sun Grand City,7735.0
01/10/2020,4,3,2,127.25,Tây Hồ,Sun Grand City,6661.5375
01/10/2020,4,NULL,NULL,45.15,Tây Hồ,Sun Grand City,2488.80345
01/10/2020,1,4,2,151.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,7450.0
01/10/2020,2,2,2,106.0,Hoàng Mai,T&T Riverview,NULL
01/10/2020,0,2,2,74.62,Hà Đông,The Terra An Hưng,NULL
01/10/2020,2,NULL,NULL,34.0,Nam Từ Liêm,Vinhomes West Point,1680.0
07/09/2020,3,2,NULL,76.0,Hà Đông,FLC Star Tower,1370.0
01/10/2020,2,2,2,59.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1350.0
01/10/2020,2,2,2,83.0,Tây Hồ,6th Element,3400.0
01/10/2020,0,2,2,84.7,Bắc Từ Liêm,The Link 345-CT1,3300.0
01/09/2020,3,2,NULL,79.0,Hà Đông,FLC Star Tower,1500.0
15/09/2020,0,3,NULL,95.0,Hà Đông,The Terra An Hưng,1900.0
01/10/2020,3,2,2,99.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),3100.0
01/10/2020,2,NULL,NULL,93.0,Cầu Giấy,Indochina Plaza Hanoi,4200.0
01/10/2020,1,2,2,85.0,Cầu Giấy,Mipec Rubik 360,NULL
01/10/2020,0,3,2,108.4,Cầu Giấy,Mipec Rubik 360,4100.0
01/10/2020,4,2,2,91.1,Hai Bà Trưng,HDI Tower,7800.0
01/10/2020,1,4,NULL,268.0,Cầu Giấy,Mandarin Garden,13900.0
01/10/2020,0,3,2,86.2,Tây Hồ,Tây Hồ Residence,4000.0
01/10/2020,3,3,2,120.0,Cầu Giấy,Chung cư cao tầng Trung Yên I,3350.0
01/09/2020,3,2,2,45.0,Nam Từ Liêm,FLC Green Apartment,1035.0
01/10/2020,4,3,2,108.5,Nam Từ Liêm,Sunshine Center,4000.0
01/10/2020,0,3,2,100.0,Cầu Giấy,Vimeco II - Nguyễn Chánh,3150.0
01/10/2020,2,2,2,85.8,Cầu Giấy,Sky Park Residence,4300.0
01/10/2020,0,3,NULL,95.54,Hà Đông,Chung cư Booyoung,2541.3640000000005
01/10/2020,3,2,2,61.94,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1022.01
01/10/2020,4,3,2,100.0,Nam Từ Liêm,Vinhomes West Point,3700.0
01/10/2020,0,1,1,44.34,Tây Hồ,Sun Grand City Quảng An Residence,2800.0
01/10/2020,3,3,2,124.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3410.0
01/10/2020,2,2,2,80.0,Nam Từ Liêm,Vinhomes Gardenia,2850.0
01/10/2020,2,3,2,131.0,Thanh Xuân,Royal City,5200.0
01/10/2020,3,3,2,91.2,Thanh Xuân,Stellar Garden,2500.0
01/10/2020,0,3,2,120.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5320.0
01/10/2020,0,4,3,169.0,Bắc Từ Liêm,Goldmark City,4619.0
01/10/2020,1,3,2,106.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,4500.0
01/10/2020,4,2,2,63.5,Đan Phượng,Chung cư XpHomes Tân Tây Đô,NULL
01/10/2020,2,2,2,73.0,Bắc Từ Liêm,CT2B Nghĩa Đô,2800.0
01/10/2020,1,3,2,91.0,Nam Từ Liêm,Khu đô thị Mễ Trì Thượng,2000.0
01/10/2020,3,3,2,94.0,Cầu Giấy,Yên Hòa Condominium,2700.0
01/10/2020,4,2,2,91.0,Cầu Giấy,Richland Southern,2850.0
01/10/2020,4,2,NULL,77.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,2250.0
01/10/2020,2,2,2,70.0,Bắc Từ Liêm,Khu đô thị mới Nghĩa Đô,2450.0
01/10/2020,3,2,1,62.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2400.0
01/10/2020,2,1,1,38.0,Nam Từ Liêm,Vinhomes West Point,NULL
01/10/2020,3,3,2,107.0,Nam Từ Liêm,Vinhomes West Point,3700.0
01/10/2020,4,1,1,33.0,Nam Từ Liêm,Vinhomes West Point,2200.0
01/10/2020,2,2,2,74.0,Hà Đông,Anland Lake View,NULL
01/10/2020,1,3,2,134.0,Bắc Từ Liêm,Goldmark City,3484.0
01/10/2020,1,2,2,54.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1100.0
01/10/2020,1,2,2,80.5,Thanh Xuân,Chung cư 183 Hoàng Văn Thái,2495.5
01/10/2020,1,4,3,140.0,Hà Đông,The Terra An Hưng,3000.0
01/10/2020,2,2,NULL,75.0,Nam Từ Liêm,Vinhomes Gardenia,2800.0
01/10/2020,4,3,2,93.0,Nam Từ Liêm,The Zei Mỹ Đình,3150.0
01/10/2020,2,3,NULL,86.54,Cầu Giấy,Chung cư C22 Bộ Công an,3548.1400000000003
01/10/2020,1,3,NULL,116.0,Cầu Giấy,Golden Park Tower,NULL
01/10/2020,3,2,2,84.0,Nam Từ Liêm,The Zei Mỹ Đình,2940.0
01/10/2020,2,3,NULL,91.0,Cầu Giấy,Golden Park Tower,NULL
01/10/2020,4,2,NULL,61.0,Hoàng Mai,Geleximco Souther Star,NULL
01/10/2020,2,2,1,58.0,Hà Đông,Anland Lake View,1800.0
01/10/2020,3,2,2,86.0,Hà Đông,Khu đô thị mới Dương Nội,1250.0
01/10/2020,0,2,1,56.0,Hà Đông,Khu đô thị mới Dương Nội,1100.0
01/10/2020,0,3,2,90.0,Nam Từ Liêm,Startup Tower,1500.0
01/10/2020,3,2,2,74.0,Hà Đông,Anland Lake View,2269.0
01/10/2020,2,3,2,102.0,Nam Từ Liêm,Vinhomes Skylake,5100.0
01/10/2020,3,3,2,101.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,4950.0
01/10/2020,2,2,2,76.0,Thanh Xuân,GoldSeason,2600.0
01/10/2020,0,2,2,74.0,Nam Từ Liêm,Ecolife Capitol,2280.0
01/10/2020,2,1,1,31.2,Gia Lâm,Vinhomes Ocean Park Gia Lâm,870.0
01/10/2020,4,2,2,71.0,Cầu Giấy,Central Field Trung Kính,2600.0
01/10/2020,4,3,NULL,83.6,Cầu Giấy,Mipec Rubik 360,NULL
01/10/2020,2,3,2,92.0,Thanh Xuân,Stellar Garden,2600.0
01/10/2020,1,1,NULL,45.0,Hoàng Mai,Khu đô thị mới Linh Đàm,700.0
01/10/2020,2,2,NULL,74.0,Hà Đông,Anland Lake View,NULL
01/10/2020,4,3,2,94.0,Hà Đông,Seasons Avenue,3350.0
01/10/2020,2,2,2,78.0,Hà Đông,Ellipse Tower (City View),1750.0
01/10/2020,1,NULL,NULL,NULL,Nam Từ Liêm,MHD Trung Văn,NULL
01/10/2020,2,2,NULL,99.5,Cầu Giấy,Discovery Complex,3500.0
01/10/2020,3,2,2,77.0,Hà Đông,Tòa Tháp Thiên Niên Kỷ,2235.0
01/10/2020,1,3,2,101.0,Bắc Từ Liêm,N02-T3 Ngoại Giao Đoàn,3131.0
01/10/2020,4,NULL,NULL,NULL,Hà Đông,Tòa Tháp Thiên Niên Kỷ,NULL
01/10/2020,0,3,2,130.1,Bắc Từ Liêm,N01-T8 Ngoại Giao Đoàn,4813.7
01/10/2020,4,3,2,121.5,Bắc Từ Liêm,N01-T5 Ngoại Giao Đoàn,4313.25
01/10/2020,3,3,3,NULL,Hai Bà Trưng,Sun Grand City Ancora Residence,NULL
01/10/2020,4,NULL,NULL,NULL,Tây Hồ,Sun Grand City,NULL
01/10/2020,2,2,1,61.0,Hà Đông,Tòa Tháp Thiên Niên Kỷ,1700.0
01/10/2020,0,2,1,62.0,Hà Đông,Khu chung cư Ngô Thì Nhậm,1350.0
01/10/2020,1,3,2,113.9,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,4550.0
01/10/2020,3,2,2,78.5,Bắc Từ Liêm,Goldmark City,2433.5
01/10/2020,0,2,2,90.0,Nam Từ Liêm,Dream Town,NULL
01/10/2020,1,3,2,NULL,Nam Từ Liêm,Vinhomes West Point,NULL
01/10/2020,4,NULL,NULL,109.0,Thanh Xuân,Legend Tower 109 Nguyễn Tuân,4200.0
01/10/2020,4,NULL,NULL,131.7,Nam Từ Liêm,Roman Plaza,3300.0
01/10/2020,2,2,2,98.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),2980.0
01/10/2020,1,2,2,91.0,Cầu Giấy,Richland Southern,2730.0
01/10/2020,4,3,2,122.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5500.0
01/10/2020,0,4,3,178.0,Cầu Giấy,Ha Do Park View,5900.0
01/10/2020,1,3,2,100.0,Đống Đa,Chung cư 187 Tây Sơn,3450.0
01/10/2020,2,3,2,106.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,4520.0
01/10/2020,2,2,2,85.0,Nam Từ Liêm,Golden Palace,2465.0
